tienda,mes,center_name,region,zona,postal_code_area,fase,model,estado_veterana,n_dias,uds_dia_media,uds_total_mes,tiempo_efectivo_min,tiempo_con_paradas_min,tiempo_de_paradas_min,prod_efectiva_min_ud,prod_conparadas_min_ud,dif_prod_efectiva_vs_obj,dif_prod_conparadas_vs_obj,caudal_optimo_h,caudal_efectivo_h,caudal_real_h,diferencia_caudal_h,caudal_optimo_h_total,caudal_efectivo_h_total,caudal_real_h_total,diferencia_caudal_h_total
4544,1/8/2025,4544 - C. C. Jaén Plaza (Jaen),R06,Z47,C. C. Jaén Plaza (Jaen),Veterana,NTC150,Veterana,25,"6.247,48",156.187,"1.927,92","1.967,52","39,6","0,3098","0,3161",-0,"0,0011","32,8","32,13","32,79",-0,"819,98","803,3","819,8","-0,18"
4556,1/8/2025,4556 - Paseo Del Muelle (Talavera De La Reina),R10,Z55,Paseo Del Muelle (Talavera De La Reina),Veterana,NTC60,No veterana,25,"866,88",21.672,"293,92","302,84","8,92","0,3448","0,3539","0,0298","0,0389","4,55","4,9","5,05","0,496","113,78","122,47","126,18","12,41"
4558,1/8/2025,4558 - Avda. Castellón (Almassora),R03,Z13,Avda. Castellón (Almassora),Veterana,NTC90,Veterana,25,"5.743,44",143.586,"1.819,52","1.882,76","63,24","0,3185","0,3298","0,0035","0,0148","30,15","30,32","31,38","1,23","753,83","758,13","784,48","30,66"
4562,1/8/2025,4562 - C/ Acero (Merida),R10,Z31,C/ Acero (Merida),Veterana,NTC90,Veterana,25,"3.593,68",89.842,"1.232,44","1.284,72","52,28","0,3444","0,359","0,0294","0,044","18,87","20,54","21,41","2,54","471,67","513,52","535,3","63,63"
4568,1/8/2025,4568 - Polígono Santa Mª De Benquerencia (Toledo),R10,Z55,Polígono Santa Mª De Benquerencia (Toledo),Veterana,NTC90,Veterana,25,"3.713,36",92.834,"1.221,92","1.340,36","118,44","0,3304","0,3628","0,0154","0,0478","19,5","20,36","22,34","2,84","487,38","509,13","558,48","71,1"
4569,1/8/2025,4569 - Monzón (Monzón),R08,Z44,Monzón (Monzón),Veterana,NTC60,Veterana,25,"1.532,08",38.302,"514,36",528,"13,64","0,3393","0,3475","0,0243","0,0325","8,04","8,57","8,8","0,757","201,09","214,32",220,"18,91"
4570,1/8/2025,4570 - Vecindario (Santa Lucia De Tirajana),R05,Z28,Vecindario (Santa Lucia De Tirajana),Veterana,NTC90,Veterana,25,"5.118,96",127.974,"1.682,24","1.795,88","113,64","0,3295","0,3514","0,0145","0,0364","26,88","28,04","29,93","3,06","671,86","700,93","748,28","76,42"
4572,1/8/2025,4572 - Retuerto (Barakaldo),R08,Z42,Retuerto (Barakaldo),Veterana,NTC90,Veterana,25,"4.067,56",101.689,"1.280,24","1.307,28","27,04","0,3165","0,323","0,0015","0,008","21,36","21,34","21,79","0,433","533,87","533,43","544,7","10,83"
4579,1/8/2025,4579 - Deltebre (Deltebre),R02,Z05,Deltebre (Deltebre),Veterana,NTC90,Veterana,25,"4.191,48",104.787,"1.497,4","1.574,52","77,12","0,3571","0,3749","0,0421","0,0599",22,"24,96","26,24","4,24","550,13","623,92","656,05","105,92"
4587,1/8/2025,4587 - C. C. Albacenter (Albacete),R10,Z07,C. C. Albacenter (Albacete),Veterana,NTC90,Veterana,25,"2.882,92",72.073,"841,56","967,28","125,72","0,2929","0,3379","-0,02","0,0229","15,13","14,03","16,12","0,986","378,38","350,65","403,03","24,65"
4592,1/8/2025,4592 - Carballiño Estación (O Carballiño),R01,Z30,Carballiño Estación (O Carballiño),Veterana,NTC60,Veterana,25,"1.410,24",35.256,"498,16","522,68","24,52","0,3671","0,3861","0,0521","0,0711","7,4","8,3","8,71","1,31","185,09","207,57","217,78","32,69"
4602,1/8/2025,4602 - Parc Comercial Vilanova (Vilanova I La Geltru),R02,Z56,Parc Comercial Vilanova (Vilanova I La Geltru),Veterana,NTC60,Veterana,25,"3.110,84",77.771,"991,72","1.041,68","49,96","0,3197","0,3359","0,0047","0,0209","16,33","16,53","17,36","1,03","408,3","413,22","434,03","25,74"
4606,1/8/2025,4606 - La Harinera (Cuenca),R10,Z43,La Harinera (Cuenca),Veterana,NTC60,No veterana,6,"1.532,83",9.197,"520,67","530,17","9,5","0,3407","0,347","0,0257","0,032","8,05","8,68","8,84","0,789","48,28","52,07","53,02","4,73"
4608,1/8/2025,4608 - Avda. De Marià Fortuny (Reus),R02,Z05,Avda. De Marià Fortuny (Reus),Veterana,NTC90,Veterana,25,3.712,92.800,"1.372,48","1.415,44","42,96","0,3714","0,3825","0,0564","0,0675","19,49","22,88","23,59","4,1","487,2","571,87","589,77","102,57"
4623,1/8/2025,4623 - La Cañada (Almeria),R07,Z25,La Cañada (Almeria),Veterana,NTC90,Veterana,24,"3.790,46",90.971,"1.209,96",1.297,"87,04","0,3198","0,3428","0,0048","0,0278","19,9","20,17","21,62","1,72","477,6","483,98","518,8","41,2"
4632,1/8/2025,4632 - Mula (Mula),R07,Z48,Mula (Mula),Veterana,NTC60,No veterana,25,"1.999,4",49.985,"638,6","655,96","17,36","0,3227","0,3316","0,0077","0,0166","10,5","10,64","10,93","0,436","262,42","266,08","273,32","10,9"
4637,1/8/2025,4637 - C/ Toledo (Parla),R10,Z43,C/ Toledo (Parla),Veterana,NTC120,No veterana,25,"4.728,24",118.206,"1.678,36","1.775,08","96,72","0,3591","0,38","0,0441","0,065","24,82","27,97","29,59","4,76","620,58","699,32","739,62","119,04"
4641,1/8/2025,4641 - Jumilla (Jumilla),R07,Z08,Jumilla (Jumilla),Veterana,NTC15,No veterana,25,"631,28",15.782,"209,8","215,32","5,52","0,3456","0,3555","0,0306","0,0405","3,31","3,5","3,59","0,274","82,86","87,42","89,72","6,86"
4644,1/8/2025,4644 - Ctra. Toledo (Ciudad Real),R10,Z55,Ctra. Toledo (Ciudad Real),Veterana,NTC90,Veterana,24,"4.033,29",96.799,"1.187,96","1.242,83","54,88","0,295","0,3086",-0,-0,"21,18","19,8","20,71","-0,46","508,19","475,18","497,13","-11,06"
4655,1/8/2025,4655 - República Arxentina (Marin),R01,Z30,República Arxentina (Marin),Veterana,NTC60,Veterana,25,"2.450,36",61.259,"799,12","848,24","49,12","0,3337","0,3562","0,0187","0,0412","12,86","13,32","14,14","1,27","321,61","332,97","353,43","31,82"
4659,1/8/2025,4659 - Sonseca (Sonseca),R10,Z55,Sonseca (Sonseca),Veterana,NTC60,Veterana,25,"2.553,68",63.842,"837,84","878,84",41,"0,3305","0,3467","0,0155","0,0317","13,41","13,96","14,65","1,24","335,17","349,1","366,18","31,01"
4660,1/8/2025,4660 - Señorío De Illescas (Illescas),R10,Z43,Señorío De Illescas (Illescas),Veterana,NTC120,Veterana,25,"7.720,04",193.001,"2.608,52","2.732,4","123,88","0,3389","0,3552","0,0239","0,0402","40,53","43,48","45,54","5,01","1.013,26","1.086,88","1.138,5","125,24"
4661,1/8/2025,4661 - Cañada Real Mestas (Cordoba),R06,Z17,Cañada Real Mestas (Cordoba),Veterana,NTC90,Veterana,25,"5.025,24",125.631,"1.489,32","1.562,44","73,12","0,2978","0,3133","-0,02",-0,"26,38","24,82","26,04","-0,34","659,56","620,55","651,02","-8,55"
4665,1/8/2025,4665 - Ctra. Alcañiz (Teruel),R03,Z13,Ctra. Alcañiz (Teruel),Veterana,NTC30,Veterana,25,"1.036,52",25.913,"410,72","432,88","22,16","0,4113","0,4329","0,0963","0,1179","5,44","6,84","7,21","1,77","136,04","171,13","180,37","44,32"
4670,1/8/2025,4670 - Huércal Overa (Huercal-Overa),R07,Z48,Huércal Overa (Huercal-Overa),Veterana,NTC30,Veterana,25,"1.421,84",35.546,"500,16","511,72","11,56","0,3646","0,3737","0,0496","0,0587","7,46","8,34","8,53","1,06","186,62","208,4","213,22","26,6"
4671,1/8/2025,4671 - C. C. Arcca (Calahorra),R08,Z52,C. C. Arcca (Calahorra),Veterana,NTC60,Veterana,25,"3.065,28",76.632,"993,36","1.030,6","37,24","0,3245","0,3366","0,0095","0,0216","16,09","16,56","17,18","1,08","402,32","413,9","429,42","27,1"
4673,1/8/2025,4673 - Vista Alegre (Zamora),R09,Z41,Vista Alegre (Zamora),Veterana,NTC30,Veterana,25,"1.170,52",29.263,"449,96","472,24","22,28","0,394","0,4147","0,079","0,0997","6,14","7,5","7,87","1,73","153,63","187,48","196,77","43,14"
4677,1/8/2025,4677 - Santidad (Arucas),R05,Z28,Santidad (Arucas),Veterana,NTC90,Veterana,25,"4.077,08",101.927,"1.469,12","1.518,28","49,16","0,3633","0,3754","0,0483","0,0604","21,41","24,48","25,3","3,9","535,12","612,13","632,62","97,5"
4687,1/8/2025,4687 - Camí Dels Reis (Palma),R04,Z53,Camí Dels Reis (Palma),Veterana,NTC120,No veterana,25,"3.508,36",87.709,"1.368,64","1.428,08","59,44","0,3936","0,4104","0,0786","0,0954","18,42","22,81","23,8","5,38","460,47","570,27","595,03","134,56"
4694,1/8/2025,4694 - P. C. Guadalquivir (Cordoba),R06,Z17,P. C. Guadalquivir (Cordoba),Veterana,NTC60,Veterana,25,"3.181,92",79.548,"837,6","946,64","109,04","0,2639","0,2986","-0,05","-0,02","16,7","13,96","15,78","-0,93","417,63",349,"394,43","-23,19"
4697,1/8/2025,4697 - Zaramaga (Vitoria-Gasteiz),R08,Z42,Zaramaga (Vitoria-Gasteiz),Veterana,NTC60,Veterana,24,"2.897,83",69.548,"938,17","984,63","46,46","0,3252","0,3404","0,0102","0,0254","15,21","15,64","16,41","1,2","365,13","375,27","393,85","28,72"
4701,1/8/2025,4701 - Barranco Seco (Las Palmas De Gran Canaria),R05,Z28,Barranco Seco (Las Palmas De Gran Canaria),Veterana,NTC120,Veterana,25,"3.273,52",81.838,"1.115,44","1.157,88","42,44","0,3459","0,3593","0,0309","0,0443","17,19","18,59","19,3","2,11","429,65","464,77","482,45","52,8"
4732,1/8/2025,4732 - San Juan De La Peña (Zaragoza),R08,Z22,San Juan De La Peña (Zaragoza),Veterana,NTC90,No veterana,25,"3.328,88",83.222,"1.169,28","1.208,8","39,52","0,3531","0,3647","0,0381","0,0497","17,48","19,49","20,15","2,67","436,92","487,2","503,67","66,75"
4735,1/8/2025,4735 - Delicias (Valladolid),R09,Z27,Delicias (Valladolid),Veterana,NTC90,Veterana,25,"4.357,28",108.932,"1.423,2","1.483,56","60,36","0,3285","0,3425","0,0135","0,0275","22,88","23,72","24,73","1,85","571,89",593,"618,15","46,26"
4742,1/8/2025,4742 - Santa Isabel (Zaragoza),R08,Z22,Santa Isabel (Zaragoza),Veterana,NTC60,No veterana,25,"3.387,92",84.698,"1.076,8","1.137,84","61,04","0,319","0,3375","0,004","0,0225","17,79","17,95","18,96","1,18","444,66","448,67","474,1","29,44"
4766,1/8/2025,4766 - Ctra. De Cedeira (Naron),R01,Z38,Ctra. De Cedeira (Naron),Veterana,NTC60,Veterana,25,"1.812,96",45.324,"609,12","622,96","13,84","0,3439","0,3517","0,0289","0,0367","9,52","10,15","10,38","0,865","237,95","253,8","259,57","21,62"
4771,1/8/2025,4771 - Fuente Álamo (Fuente Alamo De Murcia),R07,Z48,Fuente Álamo (Fuente Alamo De Murcia),Veterana,NTC120,Veterana,24,"3.495,63",83.895,"1.270,96","1.323,75","52,79","0,3655","0,3815","0,0505","0,0665","18,35","21,18","22,06","3,71","440,45","508,38","529,5","89,05"
4777,1/8/2025,4777 - C. C. La Rambla (Cartagena),R07,Z21,C. C. La Rambla (Cartagena),Veterana,NTC150,Veterana,25,"6.687,96",167.199,"2.203,8","2.260,28","56,48","0,3291","0,3376","0,0141","0,0226","35,11","36,73","37,67","2,56","877,79","918,25","941,78","63,99"
4785,1/8/2025,4785 - Vistahermosa (Aldeatejada),R09,Z41,Vistahermosa (Aldeatejada),Veterana,NTC60,Veterana,25,"2.725,2",68.130,"861,6","879,48","17,88","0,3207","0,3275","0,0057","0,0125","14,31","14,36","14,66","0,351","357,68",359,"366,45","8,77"
4814,1/8/2025,4814 - Zarautz (Zarautz),R08,Z52,Zarautz (Zarautz),Veterana,NTC90,No veterana,2,"3.859,5",7.719,2.190,"2.351,5","161,5","0,5676","0,6096","0,2526","0,2946","20,26","36,5","39,19","18,93","40,52",73,"78,38","37,86"
Todas las tiendas,1/8/2025,,,,,,,Sintética: todas,4.518,"3.386,85",15.301.770,"1.127,12","1.184,37","57,25","0,3436","0,3615","0,0286","0,0465","17,78","18,79","19,74","1,96","80.334,29","84.872,47","89.183,15","8.848,86"
Tiendas Veteranas,1/8/2025,,,,,,,Veterana,3.674,"3.609,21",13.260.223,"1.174,24","1.233,22","58,97","0,3307","0,3475","0,0157","0,0325","18,95","19,57","20,55","1,6","69.616,17","71.902,93","75.513,88","5.897,71"
2004,1/9/2025,2004 - C. C. Pont De La Barca (Girona),R02,Z24,C. C. Pont De La Barca (Girona),Veterana,NTC90,Veterana,25,"5.311,56",132.789,"1.765,52","1.850,36","84,84","0,3326","0,3482","0,0176","0,0332","27,89","29,43","30,84","2,95","697,14","735,63","770,98","73,84"
2183,1/9/2025,2183 - María Auxiliadora (Granada),R06,Z18,María Auxiliadora (Granada),Veterana,NTC90,Veterana,26,"4.694,38",122.054,"1.378,96",1.493,"114,04","0,2944","0,3189",-0,"0,0039","24,65","22,98","24,88","0,238","640,78","597,55","646,97","6,18"
2231,1/9/2025,2231 - Sangonera La Verde (Murcia),R07,Z48,Sangonera La Verde (Murcia),Veterana,NTC30,Veterana,25,"1.948,36",48.709,"635,44","656,64","21,2","0,329","0,34","0,014","0,025","10,23","10,59","10,94","0,715","255,72","264,77","273,6","17,88"
2275,1/9/2025,2275 - Avda. Salamanca (Plasencia),R10,Z31,Avda. Salamanca (Plasencia),Veterana,NTC60,Veterana,25,"1.945,88",48.647,"650,56","688,88","38,32","0,3343","0,3531","0,0193","0,0381","10,22","10,84","11,48","1,26","255,4","271,07","287,03","31,64"
2316,1/9/2025,2316 - Barrio De Santa Bárbara (Soria),R10,Z23,Barrio De Santa Bárbara (Soria),Veterana,CIERRE,Veterana,26,"1.564,54",40.678,"553,42","580,77","27,35","0,3577","0,375","0,0427","0,06","8,21","9,22","9,68","1,47","213,56","239,82","251,67","38,11"
2319,1/9/2025,2319 - Villanueva De La Serena (Villanueva De La Serena),R10,Z31,Villanueva De La Serena (Villanueva De La Serena),Veterana,NTC30,No veterana,25,1.564,39.100,"512,08","537,88","25,8","0,3298","0,3465","0,0148","0,0315","8,21","8,54","8,96","0,754","205,27","213,37","224,12","18,84"
2343,1/9/2025,2343 - Prolongación Ángel Bruna (Cartagena),R07,Z21,Prolongación Ángel Bruna (Cartagena),Veterana,NTC150,Veterana,25,"3.322,08",83.052,"819,32","826,28","6,96","0,2469","0,249","-0,07","-0,1","17,44","13,65","13,77","-3,67","436,02","341,38","344,28","-91,74"
2465,1/9/2025,2465 - Paseo Saladar (Denia),R03,Z40,Paseo Saladar (Denia),Veterana,NTC120,Veterana,26,"2.449,04",63.675,"883,96","951,31","67,35","0,3642","0,3922","0,0492","0,0772","12,86","14,73","15,86",3,"334,29","383,05","412,23","77,94"
2528,1/9/2025,2528 - Palma Nova (Calvia),R04,Z11,Palma Nova (Calvia),Veterana,NTC150,No veterana,26,4.286,111.436,"1.571,15","1.640,54","69,38","0,3677","0,3838","0,0527","0,0688","22,5","26,19","27,34","4,84","585,04","680,83","710,9","125,86"
2549,1/9/2025,2549 - Playa Las Américas (Adeje),R05,Z54,Playa Las Américas (Adeje),Veterana,CIERRE,Veterana,26,"3.155,69",82.048,"914,69","953,15","38,46","0,2909","0,3034","-0,02","-0,01","16,57","15,24","15,89","-0,68","430,75","396,37","413,03","-17,72"
2581,1/9/2025,2581 - Pasadizo Toledo (Tomelloso),R10,Z07,Pasadizo Toledo (Tomelloso),Veterana,NTC60,Veterana,26,"2.615,5",68.003,"859,04","946,88","87,85","0,3308","0,3656","0,0158","0,0506","13,73","14,32","15,78","2,05","357,02","372,25","410,32","53,3"
2582,1/9/2025,2582 - Avda. La Paz (Logroño),R08,Z52,Avda. La Paz (Logroño),Veterana,NTC30,Veterana,25,1.295,32.375,"419,36","429,16","9,8","0,3366","0,3445","0,0216","0,0295","6,8","6,99","7,15","0,354","169,97","174,73","178,82","8,85"
2595,1/9/2025,2595 - C. C. Martiánez (Puerto De La Cruz),R05,Z54,C. C. Martiánez (Puerto De La Cruz),Veterana,NTC60,Veterana,26,"2.796,69",72.714,"851,31","918,5","67,19","0,3058","0,33",-0,"0,015","14,68","14,19","15,31","0,626","381,75","368,9","398,02","16,27"
2623,1/9/2025,2623 - Atarfe (Atarfe),R06,Z47,Atarfe (Atarfe),Veterana,NTC60,Veterana,26,"2.033,58",52.873,"628,46","656,38","27,92","0,311","0,3252",-0,"0,0102","10,68","10,47","10,94","0,263","277,58","272,33","284,43","6,85"
2637,1/9/2025,2637 - Valls (Valls),R02,Z05,Valls (Valls),Veterana,NTC30,No veterana,25,"822,68",20.567,"365,48","402,8","37,32","0,4645","0,5098","0,1495","0,1948","4,32","6,09","6,71","2,39","107,98","152,28","167,83","59,86"
2717,1/9/2025,2717 - Los Olivos (Adeje),R05,Z54,Los Olivos (Adeje),Veterana,NTC150,Veterana,26,"6.315,65",164.207,"1.881,85","2.004,42","122,58","0,2986","0,3176","-0,02","0,0026","33,16","31,36","33,41","0,25","862,09","815,47","868,58","6,5"
2749,1/9/2025,2749 - Pardinyes (Lleida),R08,Z44,Pardinyes (Lleida),Veterana,NTC60,Veterana,24,"3.276,42",78.634,"998,58","1.030,92","32,33","0,3052","0,3148",-0,-0,"17,2","16,64","17,18",-0,"412,83","399,43","412,37","-0,46"
2752,1/9/2025,2752 - Sant Andreu De La Barca (Sant Andreu De La Barca),R08,Z36,Sant Andreu De La Barca (Sant Andreu De La Barca),Veterana,NTC30,No veterana,24,"955,54",22.933,"444,71","467,29","22,58","0,483","0,5067","0,168","0,1917","5,02","7,41","7,79","2,77","120,4","177,88","186,92","66,52"
2829,1/9/2025,2829 - Estació D'autobussos (Figueres),R02,Z24,Estació D'autobussos (Figueres),Veterana,NTC60,Veterana,25,"2.104,48",52.612,"860,84","927,08","66,24","0,4115","0,4433","0,0965","0,1283","11,05","14,35","15,45","4,4","276,21","358,68","386,28","110,07"
2875,1/9/2025,2875 - C/ Mestre Serrano (Benicarlo),R03,Z13,C/ Mestre Serrano (Benicarlo),Veterana,NTC90,Veterana,26,"1.830,23",47.586,"644,08","676,62","32,54","0,3574","0,3752","0,0424","0,0602","9,61","10,73","11,28","1,67","249,83","279,1","293,2","43,37"
3004,1/9/2025,3004 - La Cuesta-Taco (San Cristobal De La Laguna),R05,Z12,La Cuesta-Taco (San Cristobal De La Laguna),Veterana,NTC90,Veterana,25,"5.102,16",127.554,"1.561,44","1.634,24","72,8","0,3058","0,3202",-0,"0,0052","26,79","26,02","27,24","0,451","669,66","650,6","680,93","11,27"
3078,1/9/2025,3078 - Santa Olaya (Gijon),R09,Z32,Santa Olaya (Gijon),Veterana,NTC90,Veterana,25,"5.354,56",133.864,"1.701,84","1.821,04","119,2","0,3192","0,3418","0,0042","0,0268","28,11","28,36","30,35","2,24","702,79","709,1","758,77","55,98"
3087,1/9/2025,3087 - L'ànec Blau (Castelldefels),R02,Z56,L'ànec Blau (Castelldefels),Veterana,NTC120,Veterana,25,"4.997,68",124.942,"1.725,64","1.867,28","141,64","0,3454","0,3739","0,0304","0,0589","26,24","28,76","31,12","4,88","655,95","719,02","778,03","122,09"
3118,1/9/2025,3118 - Aguas Vivas (Guadalajara),R10,Z23,Aguas Vivas (Guadalajara),Veterana,NTC30,Veterana,24,"1.853,96",44.495,"588,17","600,88","12,71","0,3197","0,3274","0,0047","0,0124","9,73","9,8","10,02","0,281","233,6","235,27","240,35","6,75"
3120,1/9/2025,3120 - Las Ramblas (Las Palmas De Gran Canaria),R05,Z28,Las Ramblas (Las Palmas De Gran Canaria),Veterana,NTC90,Veterana,25,"4.664,32",116.608,"1.707,56","1.843,76","136,2","0,368","0,3976","0,053","0,0826","24,49","28,46","30,73","6,24","612,19","711,48","768,23","156,04"
3280,1/9/2025,3280 - San Sebastián (Santa Cruz De Tenerife),R05,Z12,San Sebastián (Santa Cruz De Tenerife),Veterana,NTC150,Veterana,26,"5.685,96",147.835,"1.718,31",1.765,"46,69","0,3013","0,3093","-0,01",-0,"29,85","28,64","29,42","-0,43","776,13","744,6","764,83","-11,3"
3441,1/9/2025,3441 - Ctra. De Molins (Sabadell),R02,Z02,Ctra. De Molins (Sabadell),Veterana,NTC60,No veterana,4,"1.168,75",4.675,"621,75","658,25","36,5","0,5508","0,576","0,2358","0,261","6,14","10,36","10,97","4,83","24,54","41,45","43,88","19,34"
3465,1/9/2025,3465 - Santa María Del Mar (Santa Cruz De Tenerife),R05,Z12,Santa María Del Mar (Santa Cruz De Tenerife),Veterana,NTC60,Veterana,26,"3.346,92",87.020,"922,81","1.008,08","85,27","0,2799","0,3062","-0,04",-0,"17,57","15,38","16,8","-0,77","456,86","399,88","436,83","-20,02"
3497,1/9/2025,3497 - Urb. Guadiana (Badajoz),R10,Z31,Urb. Guadiana (Badajoz),Veterana,NTC60,Veterana,25,"3.851,76",96.294,"986,24","1.119,12","132,88","0,259","0,2938","-0,1","-0,02","20,22","16,44","18,65","-1,57","505,54","410,93","466,3","-39,24"
3506,1/9/2025,3506 - C. C. Vilamarina (Viladecans),R08,Z36,C. C. Vilamarina (Viladecans),Veterana,NTC90,No veterana,24,"4.342,71",104.225,"1.588,88","1.624,54","35,67","0,3707","0,3798","0,0557","0,0648","22,8","26,48","27,08","4,28","547,18","635,55","649,82","102,64"
3532,1/9/2025,3532 - Polígono La Vila (Xativa),R03,Z09,Polígono La Vila (Xativa),Veterana,NTC60,Veterana,26,"3.159,19",82.139,"1.060,62","1.130,35","69,73","0,3371","0,3592","0,0221","0,0442","16,59","17,68","18,84","2,25","431,23","459,6","489,82","58,59"
3544,1/9/2025,3544 - La Feria (Las Palmas De Gran Canaria),R05,Z28,La Feria (Las Palmas De Gran Canaria),Veterana,NTC120,Veterana,25,"6.715,32",167.883,"2.255,32","2.420,2","164,88","0,3375","0,362","0,0225","0,047","35,26","37,59","40,34","5,08","881,39","939,72","1.008,42","127,03"
3563,1/9/2025,3563 - Playa De La Atunara (La Linea De La Concepcion),R06,Z14,Playa De La Atunara (La Linea De La Concepcion),Veterana,NTC90,Veterana,26,"3.637,27",94.569,"1.114,58","1.140,92","26,35","0,3087","0,3161",-0,"0,0011","19,1","18,58","19,02","-0,1","496,49","482,98","494,4","-2,1"
3569,1/9/2025,3569 - Trambaix (Esplugues De Llobregat),R08,Z36,Trambaix (Esplugues De Llobregat),Veterana,NTC120,No veterana,24,"4.891,42",117.394,2.141,"2.298,88","157,87","0,4386","0,4704","0,1236","0,1554","25,68","35,68","38,31","12,63","616,32","856,4","919,55","303,23"
3664,1/9/2025,3664 - Estadi Balear (Palma),R04,Z53,Estadi Balear (Palma),Veterana,NTC120,No veterana,26,"4.254,69",110.622,"1.572,12","1.809,42","237,31","0,3705","0,4263","0,0555","0,1113","22,34","26,2","30,16","7,82","580,77","681,25","784,08","203,32"
3681,1/9/2025,3681 - Avda. De Los Cipreses (Salamanca),R09,Z41,Avda. De Los Cipreses (Salamanca),Veterana,NTC60,Veterana,25,"2.917,68",72.942,"934,04","965,48","31,44","0,3196","0,33","0,0046","0,015","15,32","15,57","16,09","0,774","382,95","389,18","402,28","19,34"
3683,1/9/2025,3683 - La Lastra (Leon),R09,Z27,La Lastra (Leon),Veterana,NTC60,Veterana,26,"3.198,46",83.160,"1.100,04","1.167,5","67,46","0,3445","0,3652","0,0295","0,0502","16,79","18,33","19,46","2,67","436,59","476,68","505,92","69,33"
3684,1/9/2025,3684 - Torrijos (Torrijos),R10,Z55,Torrijos (Torrijos),Veterana,NTC60,Veterana,25,"3.019,96",75.499,"1.012,16","1.037,88","25,72","0,3372","0,3455","0,0222","0,0305","15,86","16,87","17,3","1,44","396,37","421,73","432,45","36,08"
3697,1/9/2025,3697 - Camino Del Cementerio (Valladolid),R09,Z27,Camino Del Cementerio (Valladolid),Veterana,NTC90,Veterana,25,"2.832,96",70.824,"923,24","962,04","38,8","0,3275","0,3416","0,0125","0,0266","14,87","15,39","16,03","1,16","371,83","384,68","400,85","29,02"
3700,1/9/2025,3700 - Barbate (Barbate),R06,Z26,Barbate (Barbate),Veterana,NTC120,Veterana,26,"1.896,54",49.310,531,"545,96","14,96","0,2814","0,2888","-0,03","-0,03","9,96","8,85","9,1","-0,86","258,88","230,1","236,58","-22,29"
3701,1/9/2025,3701 - Mercat D'abrera (Abrera),R08,Z36,Mercat D'abrera (Abrera),Veterana,NTC60,No veterana,25,"1.915,16",47.879,"850,24","888,04","37,8","0,4536","0,4753","0,1386","0,1603","10,05","14,17","14,8","4,75","251,36","354,27","370,02","118,65"
3718,1/9/2025,3718 - Villanueva De Gallego (Villanueva De Gallego),R08,Z22,Villanueva De Gallego (Villanueva De Gallego),Veterana,NTC30,Veterana,26,"1.755,04",45.631,"539,35","551,27","11,92","0,3129","0,3202",-0,"0,0052","9,21","8,99","9,19",-0,"239,56","233,72","238,88","-0,68"
