nivel,tienda,mes,area_batch,estado_veterana,n_dias,n_lotes,uds_total,uds_media_lote,p1_min_medio,p2_min_medio,p3_min_medio,p23_min_medio,p4_min_medio,p5_min_medio,p6_min_medio,p7_min_medio,prep_min_medio,total_min_util_medio,p1_ef_min_medio,p2_ef_min_medio,p3_ef_min_medio,p23_ef_min_medio,p4_ef_min_medio,p5_ef_min_medio,p6_ef_min_medio,p7_ef_min_medio,prep_ef_min_medio,total_min_efec_medio,p1_par_min_medio,p2_par_min_medio,p3_par_min_medio,p23_par_min_medio,p4_par_min_medio,p5_par_min_medio,p6_par_min_medio,p7_par_min_medio,prep_par_min_medio,total_min_paradas_medio,p1_pct_medio,p2_pct_medio,p3_pct_medio,p23_pct_medio,p4_pct_medio,p5_pct_medio,p6_pct_medio,p7_pct_medio,prep_pct_medio,p1_ef_pct_medio,p2_ef_pct_medio,p3_ef_pct_medio,p23_ef_pct_medio,p4_ef_pct_medio,p5_ef_pct_medio,p6_ef_pct_medio,p7_ef_pct_medio,prep_ef_pct_medio,p1_par_pct_medio,p2_par_pct_medio,p3_par_pct_medio,p23_par_pct_medio,p4_par_pct_medio,p5_par_pct_medio,p6_par_pct_medio,p7_par_pct_medio,prep_par_pct_medio,prod_total_min_ud_media,prod_efectiva_min_ud_media,uph_total_media,uph_efec_media,prod_real_oficial,prod_efec_oficial
tienda_mes,4484,1/3/2026,CONGELADO,No veterana,25,132,5.475,"41,39","1,02","3,58","6,61",0,0,"1,14","2,19","3,52","10,18","18,06","1,02","3,58","6,45",0,0,"1,14","2,19","2,84","10,03","17,23",0,0,"0,15292",0,0,0,0,"0,6777177523809523","0,15292","0,8306330857143","0,05660533795906454","0,19742357133861707","0,36378174719476025",0,0,"0,06337044453283062","0,12193727056240464","0,1969","0,56120531853","0,0595528084698","0,2066575","0,373603225032756",0,0,"0,06658773815478025","0,127972838913009","0,16562585716398015","0,5802607572984",0,0,"0,1",0,0,0,0,"0,9","0,1","0,43996","0,418760198535","137,78","144,25",,
tienda_mes,4484,1/3/2026,FRESCOS,No veterana,25,163,12.144,"74,26","1,18",0,0,"18,59","2,09","1,28","5,07","3,2","18,59","31,41","1,18",0,0,"18,45","2,09","1,07","4,88","2,58","18,45","30,25",0,0,0,"0,13916086904761907",0,"0,2096695","0,1939180238095238","0,621462","0,13916086904761907","1,16","0,03751717991336308",0,0,"0,5922416441109869","0,066094484","0,040643365015755","0,1606397021427","0,1028636","0,5922416441109869","0,03892922614209598",0,0,"0,610229832","0,0688389","0,03550450729091164","0,16071107361293","0,085786","0,610229832",0,0,0,"0,1021076135",0,"0,1126","0,12866","0,6566661760019543","0,1021076135","0,4245307203365","0,408727990656808","142,62","147,99",,
tienda_mes,4484,1/3/2026,FYV,No veterana,25,129,9.413,"72,82","1,52",0,0,"9,8","4,01","1,56","3,39","2,81","9,8","23,09","1,52",0,0,"9,8","4,01","1,56","3,39","2,32","9,8","22,61",0,0,0,0,0,0,0,"0,4817",0,"0,4817","0,0665234243105205",0,0,"0,4236857071107296","0,17297940094776","0,0682253083455","0,14607377184630446","0,12251","0,4236857071107296","0,067866740785756",0,0,"0,432810272739","0,17697438994324208","0,0697416473760047","0,14906975274691403","0,1035371964092377","0,432810272739",0,0,0,0,0,0,0,1,0,"0,319876270843013","0,31339","190,2","194,64",,
tienda_mes,4484,1/3/2026,HORNO,No veterana,25,98,2.611,"26,43","1,56","2,8","2,54",0,0,"0,87794703333333","3,86","0,037365044444","5,34","11,68","1,56","2,8","2,54",0,0,"0,8010337","3,86","0,037365044444","5,34","11,6",0,0,0,0,0,"0,076913",0,0,0,"0,076913","0,136675560037785","0,24020277742025095","0,2126",0,0,"0,0762366","0,33076059587288015","0,0035632560718","0,45276394317806773","0,13736368142140198","0,2427241391760137","0,21342",0,0,"0,0708364901074967","0,3320961017697","0,0035632560718","0,456140470629582",0,0,0,0,0,1,0,0,0,"0,47077091569","0,468269669075679","136,74","137,64",,
tienda_mes,4484,1/3/2026,PENDIENTES,No veterana,25,64,254,"3,78","0,9093750555556","0,6978090555556","0,90723678",0,0,"0,8330667778","1,97","2,5","1,61","7,82","0,9093750555556","0,6978090555556","0,90723678",0,0,"0,8330667778","1,77","1,31","1,61","6,43",0,0,0,0,0,0,"0,193687","1,19",0,"1,39","0,141013465","0,1005034657","0,105571064321",0,0,"0,1288743399063935","0,23433","0,2897","0,20607453000400375","0,15711859527229405","0,1096643","0,12108291954270206",0,0,"0,1438","0,2592284370997644","0,2090893412","0,23074723673015143",0,0,0,0,0,0,"0,1429","0,85714",0,"2,37","1,99","31,38","36,18",,
tienda_mes,4491,1/3/2026,GLOBAL,Liebre,25,,126.421,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0,285993509838999","0,27041803683477"
tienda_mes,4491,1/3/2026,SECOS,Veterana,25,505,70.626,"139,36","1,64","9,01","22,09",0,0,"0,57140370291184","0,750561880722557","4,27","31,11","38,34","1,58","8,99","21,92",0,0,"0,57140370291184","0,750561880722557","2,63","30,91","36,44","0,059510175438596505","0,02795","0,17058041257309942",0,0,0,0,"1,64","0,1985258511695907","1,9","0,04290028640741801","0,2350226086681","0,57590352224",0,0,"0,014939046995902212","0,01958000604641","0,11165452964640424","0,8109261309038632","0,04338835341096896","0,2462500681203202","0,6017712878701371",0,0,"0,015715","0,020556694070350726","0,07231895659077947","0,8480213559904571","0,04307094510306999","0,02235351974509222","0,0959031737",0,0,0,0,"0,83867","0,11825669340930782","0,2762888753036168","0,2625","218,13","229,64",,
tienda_mes,4491,1/3/2026,REFRIGERADO,Veterana,25,193,20.238,"104,61","1,03","5,08","9,92",0,0,"0,7762031608465608","2,35","2,53","14,99","21,68","0,99934","5,08","9,79",0,0,"0,7762031608465608","2,35","2,25","14,87","21,24","0,03438",0,"0,1256",0,0,0,0,"0,27717191798941804","0,1256","0,43713506084656084","0,04716052403708461","0,23440305558942023","0,458027419",0,0,"0,03574","0,1082468034429","0,11641967547007986","0,6924304745870425","0,04666386823428409","0,2389093843","0,46165",0,0,"0,03641243428417076","0,11046161647450145","0,10590101467587078","0,70056106633117","0,10000000000000002",0,"0,2419104075569",0,0,0,0,"0,6580895924430881","0,2419104075569","0,20787908462320828","0,20383021077586","291,8","297,54",,
tienda_mes,4491,1/3/2026,CONGELADO,Veterana,25,148,5.868,"39,75","1,15","2,5","5,89",0,0,"0,497230383333","2,19","2,88","8,39","15,11","1,15","2,5","5,82",0,0,"0,497230383333","2,19","2,27","8,32","14,43",0,"0,0018","0,068044",0,0,0,0,"0,61317","0,069844","0,6830182920634922","0,07543096963900478","0,16413548733563005","0,39053167250207416",0,0,"0,033604489901460255","0,1465","0,18977","0,5546671598377042","0,07936684512092874","0,1716094714","0,40544",0,0,"0,03521","0,15399731025712407","0,15437321618077357","0,5770494571",0,"0,083333","0,083333",0,0,0,0,"0,83333","0,1667","0,3805068378074158","0,36315659646554077","159,05","166,92",,
tienda_mes,4491,1/3/2026,FRESCOS,Veterana,25,194,14.994,"77,27","1,29",0,0,"16,65","1,52","0,98943","3,57","4,78","16,65","28,81","1,27",0,0,"16,54","1,49","0,98943","3,49","1,87","16,54","25,64","0,02814",0,0,"0,1158","0,033836370370370364",0,"0,083743","2,91","0,1158","3,17","0,045097435",0,0,"0,5790084122982908","0,05261812943702238","0,0341457736304483","0,12378","0,1653534996170403","0,5790084122982908","0,0493747560017689",0,0,"0,6445239008013329","0,057913303071166","0,03866","0,1362","0,0732848865023991","0,6445239008013329","0,00452",0,0,"0,03955234239803901","0,005431",0,"0,034564","0,9159357200406418","0,03955234239803901","0,3737895204584","0,33252","161,7","181,43",,
