nivel,tienda,mes,area_batch,estado_veterana,n_dias,n_lotes,uds_total,uds_media_lote,p1_min_medio,p2_min_medio,p3_min_medio,p23_min_medio,p4_min_medio,p5_min_medio,p6_min_medio,p7_min_medio,prep_min_medio,total_min_util_medio,p1_ef_min_medio,p2_ef_min_medio,p3_ef_min_medio,p23_ef_min_medio,p4_ef_min_medio,p5_ef_min_medio,p6_ef_min_medio,p7_ef_min_medio,prep_ef_min_medio,total_min_efec_medio,p1_par_min_medio,p2_par_min_medio,p3_par_min_medio,p23_par_min_medio,p4_par_min_medio,p5_par_min_medio,p6_par_min_medio,p7_par_min_medio,prep_par_min_medio,total_min_paradas_medio,p1_pct_medio,p2_pct_medio,p3_pct_medio,p23_pct_medio,p4_pct_medio,p5_pct_medio,p6_pct_medio,p7_pct_medio,prep_pct_medio,p1_ef_pct_medio,p2_ef_pct_medio,p3_ef_pct_medio,p23_ef_pct_medio,p4_ef_pct_medio,p5_ef_pct_medio,p6_ef_pct_medio,p7_ef_pct_medio,prep_ef_pct_medio,p1_par_pct_medio,p2_par_pct_medio,p3_par_pct_medio,p23_par_pct_medio,p4_par_pct_medio,p5_par_pct_medio,p6_par_pct_medio,p7_par_pct_medio,prep_par_pct_medio,prod_total_min_ud_media,prod_efectiva_min_ud_media,uph_total_media,uph_efec_media,prod_real_oficial,prod_efec_oficial
tienda_mes,4140,1/5/2026,CONGELADO,Veterana,25,154,6.854,"43,92","0,8528","2,96","6,13",0,0,"0,8514","1,69","3,6","9,09","16,09","0,8528","2,86","6,13",0,0,"0,8514","1,69","2,59",9,"14,98",0,"0,0952",0,0,0,0,0,"1,01","0,0952","1,11","0,0535","0,1835","0,3832",0,0,"0,0528","0,1055","0,2216","0,5667","0,0573","0,1897","0,4096",0,0,"0,0568","0,1132","0,1733","0,5993",0,"0,1538",0,0,0,0,0,"0,8462","0,1538","0,3708","0,3452","164,6","176,04",,
tienda_mes,4140,1/5/2026,FRESCOS,Veterana,25,205,13.727,"66,33","1,16",0,0,"17,55","1,12","0,8834","2,94","4,66","17,55","28,32","1,16",0,0,"17,51","1,12","0,8834","2,94","2,45","17,51","26,07",0,0,0,"0,0445",0,0,0,"2,21","0,0445","2,26","0,0411",0,0,"0,6215","0,0396","0,0311","0,1036","0,163","0,6215","0,0446",0,0,"0,6715","0,0429","0,0337","0,1124","0,095","0,6715",0,0,0,"0,0135",0,0,0,"0,9865","0,0135","0,4311","0,397","141,78","153,54",,
tienda_mes,4140,1/5/2026,FYV,Veterana,25,154,11.893,"77,65","1,23",0,0,"11,53","5,19","1,32","1,8","6,1","11,53","27,17","1,23",0,0,"11,49","4,97","1,27","1,8","1,95","11,49","22,7",0,0,0,"0,0412","0,2184","0,0565",0,"4,15","0,0412","4,47","0,0449",0,0,"0,4253","0,1904","0,0487","0,0662","0,2244","0,4253","0,054",0,0,"0,5075","0,2195","0,0552","0,0791","0,0848","0,5075",0,0,0,"0,0072","0,0711","0,0149",0,"0,9067","0,0072","0,3522","0,2942","172,46","206,88",,
tienda_mes,4140,1/5/2026,HORNO,Veterana,25,84,1.823,"20,9","0,814","1,47","1,79",0,0,"1,05","4,33","0,1362","3,25","9,58","0,814","1,47","1,68",0,0,"0,9801","4,33","0,1362","3,15","9,41",0,0,"0,1049",0,0,"0,0716",0,0,"0,1049","0,1766","0,0811","0,1512","0,1817",0,0,"0,1107","0,46","0,0153","0,3329","0,0828","0,1539","0,1764",0,0,"0,105","0,4661","0,0159","0,3303",0,0,"0,5",0,0,"0,5",0,0,"0,5","0,4988","0,4907","133,05","135,64",,
tienda_mes,4140,1/5/2026,PENDIENTES,Veterana,16,26,91,"3,82","0,4972","0,4944","0,2265",0,0,"0,4832","0,4278","4,38","0,7209","6,51","0,4972","0,4944","0,2265",0,0,"0,4832","0,4278","1,91","0,7209","4,04",0,0,0,0,0,0,0,"2,48",0,"2,48","0,0842","0,0805","0,0412",0,0,"0,0845","0,0727","0,6369","0,1217","0,1387","0,1338","0,0434",0,0,"0,1492","0,1173","0,4176","0,1772",0,0,0,0,0,0,0,1,0,"3,02","2,08","41,6","71,94",,
tienda_mes,4184,1/5/2026,GLOBAL,Liebre,23,,52.451,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0,3059","0,2974"
tienda_mes,4184,1/5/2026,SECOS,Mixta/parcial,23,218,27.502,"125,33","0,5615","8,8","22,85",0,0,"0,7379","0,7005","3,99","31,64","37,64","0,5615","8,8","22,85",0,0,"0,7379","0,7005","3,32","31,64","36,96",0,0,0,0,0,0,0,"0,6783",0,"0,6783","0,0152","0,2344","0,6057",0,0,"0,0201","0,0187","0,1059","0,8401","0,0154","0,2382","0,6168",0,0,"0,0204","0,019","0,0902","0,855",0,0,0,0,0,0,0,1,0,"0,3019","0,2966","200,08","203,55",,
tienda_mes,4184,1/5/2026,REFRIGERADO,Mixta/parcial,23,100,9.254,"93,12","0,3821","6,58","12,29",0,0,"0,8445","1,56","3,17","18,87","24,83","0,3821","6,58","12,29",0,0,"0,8445","1,56","2,68","18,87","24,34",0,0,0,0,0,0,0,"0,4956",0,"0,4956","0,0156","0,2647","0,4962",0,0,"0,034","0,0625","0,1269","0,7609","0,016","0,2708","0,5046",0,0,"0,0347","0,0637","0,1101","0,7755",0,0,0,0,0,0,0,1,0,"0,268","0,2628","225,51","229,9",,
tienda_mes,4184,1/5/2026,CONGELADO,Mixta/parcial,23,74,2.615,"34,97","0,6446","2,45","5,16",0,0,"0,5447","1,46","3,1","7,61","13,36","0,6446","2,45","5,16",0,0,"0,5447","1,46","2,65","7,61","12,91",0,0,0,0,0,0,0,"0,4464",0,"0,4464","0,0511","0,1812","0,3821",0,0,"0,0425","0,1121","0,2309","0,5633","0,0529","0,1861","0,3948",0,0,"0,0435","0,1155","0,2073","0,5809",0,0,0,0,0,0,0,1,0,"0,4002","0,388","154,89","159,81",,
tienda_mes,4184,1/5/2026,FRESCOS,Mixta/parcial,23,95,6.609,"69,55","0,6264",0,0,"15,4","1,21","0,9217","3,51","2,66","15,4","24,34","0,6264",0,0,"15,4","1,21","0,9217","3,51","1,57","15,4","23,25",0,0,0,0,0,0,0,"1,09",0,"1,09","0,0263",0,0,"0,6313","0,0491","0,0386","0,1455","0,1094","0,6313","0,0276",0,0,"0,6614","0,0515","0,0404","0,1517","0,0674","0,6614",0,0,0,0,0,0,0,1,0,"0,3518","0,3367","172,23","181,01",,
